name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,target
Sexy Bitch (feat. Akon) - Featuring Akon;explicit,David Guetta,0.809,0.628,11,-5.021,0,0.0561,0.0762,0.000371,0.113,0.797,130.008,195853,4,1
Somebody,Natalie La Rose,0.842,0.531,0,-8.729,1,0.0377,0.000979,1.34E-05,0.0667,0.758,105.013,189907,4,1
Maps,Maroon 5,0.745,0.714,1,-5.501,0,0.0302,0.0183,0,0.0636,0.847,120.025,189959,4,1
Am I Wrong,Nico & Vinz,0.725,0.68,8,-5.465,1,0.0306,0.162,2.13E-06,0.158,0.753,119.939,247520,4,1
Umbrella,Rihanna,0.579,0.821,1,-4.616,1,0.152,0.0117,0,0.0631,0.561,174.063,275987,4,1
Counting Stars,OneRepublic,0.663,0.714,1,-4.944,0,0.038,0.0649,0,0.116,0.471,121.99,257840,4,1
Turn Down for What,DJ Snake,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0953,100.014,213733,4,1
Get Lucky,Daft Punk,0.81,0.793,6,-9.404,0,0.0403,0.0378,1.82E-06,0.072,0.86,116.049,369627,4,1
A Dustland Fairytale,The Killers,0.441,0.87,2,-4.845,1,0.057,0.0533,3.70E-06,0.0936,0.281,134.469,225160,4,1
My House,Flo Rida,0.688,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.731,94.006,192191,4,1
Best I Ever Had,Drake,0.427,0.861,1,-4.874,1,0.376,0.219,0,0.277,0.581,161.776,257760,4,1
Stitches,Shawn Mendes,0.592,0.752,1,-6.589,1,0.114,0.0196,0,0.0477,0.73,74.784,206880,4,1
I Will Never Let You Down,Rita Ora,0.753,0.801,4,-3.215,1,0.0296,0.403,0,0.128,0.787,128.011,203467,4,1
Do I Wanna Know?,Arctic Monkeys,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.428,85.03,272394,4,1
Cinema - Skrillex Remix,Benny Benassi,0.635,0.983,6,-3.807,0,0.174,0.00901,0.00799,0.0683,0.422,145.085,307987,4,1
Take Care,Drake,0.697,0.527,0,-10.438,0,0.211,0.0431,1.25E-05,0.0882,0.289,121.849,277387,4,1
Love Song,Sara Bareilles,0.583,0.786,2,-3.142,0,0.0301,0.0208,0,0.188,0.556,123.052,258827,4,1
Blurred Lines,Robin Thicke,0.862,0.608,7,-4.762,1,0.0402,0.00373,6.14E-06,0.0856,0.825,120.002,263827,4,1
Swimming Pools (Drank) - Extended Version,Kendrick Lamar,0.68,0.489,11,-7.837,0,0.432,0.119,2.86E-05,0.606,0.261,74.04,313787,4,1
Beautiful Girls - Radio Disney Version,Sean Kingston,0.772,0.648,9,-6.222,1,0.0612,0.161,0,0.269,0.744,129.966,225560,4,1
Cool,Gwen Stefani,0.709,0.697,2,-3.471,1,0.0275,0.0532,5.15E-05,0.349,0.78,112.017,189333,4,1
Canäó»t Live Without,Hollyn,0.627,0.56,5,-5.378,1,0.0667,0.455,0,0.126,0.488,97.967,262853,4,1
Glimpse,Kim Walker-Smith,0.567,0.678,10,-6.642,0,0.0404,0.0394,0,0.102,0.381,141.951,217480,4,1
Broken Things,Matthew West,0.547,0.513,0,-7.451,1,0.0309,0.0495,0,0.181,0.262,110.54,187013,4,1
Even If,MercyMe,0.335,0.582,5,-5.09,1,0.0375,0.379,2.67E-05,0.0954,0.13,110.522,255160,4,1
Home,Chris Tomlin,0.468,0.786,9,-2.757,1,0.0334,0.0363,0,0.31,0.479,84.992,219720,4,1
Nowhere,Sarah Reeves,0.322,0.508,7,-7.681,1,0.0341,0.648,0.00297,0.152,0.191,155.128,228067,4,1
Hills and Valleys (The Valleys Version),Tauren Wells,0.486,0.331,2,-9.106,1,0.0328,0.766,0,0.072,0.421,79.277,250123,4,1
Chain Breaker,Zach Williams,0.475,0.672,0,-5.925,1,0.0329,0.0189,0,0.117,0.382,77.857,195907,4,1
Clean,Natalie Grant,0.361,0.236,6,-7.781,1,0.0315,0.912,7.79E-05,0.0831,0.184,147.309,277973,3,1
I Will,Citizen Way,0.519,0.684,6,-3.746,1,0.0325,0.447,0,0.0901,0.293,133.943,245853,4,1
The Gospel,Ryan Stevenson,0.576,0.686,3,-6.032,1,0.0554,0.0353,6.68E-05,0.114,0.599,153.901,254262,4,1
Throne Room,Kim Walker-Smith,0.511,0.815,6,-6.317,0,0.048,0.0342,0,0.09,0.245,128.004,284947,4,1
I Won't Let You Go - Radio Version,Switchfoot,0.526,0.692,4,-3.895,1,0.0278,0.0164,0,0.0786,0.266,137.849,237467,4,1
Unfinished,Mandisa,0.621,0.674,6,-4.635,0,0.0323,0.0176,0,0.242,0.255,92.994,215050,4,1
Old Church Choir,Zach Williams,0.673,0.813,0,-5.895,1,0.0363,0.117,0,0.148,0.638,103.999,176453,4,1
Forgiven,Crowder,0.555,0.663,0,-5.628,1,0.042,0.28,0,0.107,0.295,75.976,236667,4,1
Love Wins,Love and Theft,0.534,0.508,2,-7.085,1,0.0322,0.379,0,0.0867,0.407,153.947,225933,4,1
I Have This Hope,Tenth Avenue North,0.422,0.336,0,-7.199,1,0.0306,0.199,0,0.189,0.0974,108.009,204800,4,1
In Awe,Hollyn,0.448,0.412,11,-7.877,1,0.0281,0.568,5.68E-05,0.159,0.308,133.881,218133,4,1
Oh My Soul,Casting Crowns,0.331,0.427,3,-7.431,1,0.0302,0.498,0,0.108,0.129,157.938,255173,3,1
You Redeem - Studio Version,Aaron Shust,0.385,0.663,2,-5.902,1,0.0271,0.0229,0,0.0841,0.237,156.066,222400,3,1
Amen,Hunter Hayes,0.447,0.89,6,-4.563,1,0.0676,0.0141,0,0.0858,0.331,93.894,212701,4,1
Brand New Life,Colton Dixon,0.619,0.733,8,-5.055,1,0.0405,0.0107,0,0.176,0.507,100.071,220840,4,1
Oceans (Where Feet May Fail) - Radio Version,Hillsong United,0.497,0.604,2,-9.438,1,0.0313,0.202,0,0.299,0.225,131.935,249640,4,1
O God Forgive Us,for KING & COUNTRY,0.464,0.225,0,-9.155,1,0.0403,0.587,5.64E-06,0.116,0.209,84.677,205387,4,1
Death Was Arrested,North Point InsideOut,0.306,0.742,11,-3.914,1,0.0427,0.0298,0,0.126,0.149,155.873,293331,3,1
Back To God,Reba McEntire,0.536,0.711,6,-4.916,1,0.0367,0.149,0,0.112,0.326,147.9,243013,4,1
Say The Word,Hillsong United,0.429,0.636,5,-7.684,1,0.0325,0.000767,5.14E-05,0.203,0.233,123.966,264320,4,1
On My Side,Kim Walker-Smith,0.295,0.326,9,-6.125,0,0.0318,0.627,0,0.157,0.136,126.704,252360,3,1
Bloom,Grayson Reed,0.534,0.933,6,-4.021,1,0.0781,0.0218,0,0.159,0.783,174.081,168040,4,1
Revival,Third Day,0.475,0.92,5,-4.991,1,0.0941,0.104,0,0.575,0.729,154.906,219280,4,1
Hold It All,Cody Carnes,0.436,0.618,3,-8.402,0,0.0432,0.415,2.46E-06,0.177,0.352,83.982,248962,4,1
Lifer,MercyMe,0.704,0.928,8,-3.422,1,0.0443,0.0458,0,0.345,0.96,113.981,201093,4,1
Now,Mallary Hope,0.543,0.944,11,-2.647,1,0.0759,0.0166,0,0.146,0.728,93.957,202039,4,1
Battles,The Afters,0.534,0.862,1,-4.282,1,0.0486,0.0108,0,0.104,0.435,104.012,235733,4,1
Prove Me Wrong,Mandisa,0.227,0.309,0,-7.368,1,0.0292,0.85,0,0.0898,0.225,167.097,247020,4,1
Run the Race,Holly Starr,0.732,0.606,10,-5.21,1,0.0313,0.193,1.25E-06,0.165,0.637,115.985,207052,4,1
The Happy Song,Jamie Grace,0.659,0.848,4,-3.273,1,0.202,0.322,0,0.243,0.961,166.009,167711,4,1
Find You Here,Ellie Holcomb,0.588,0.58,0,-7.833,1,0.0272,0.298,0,0.0811,0.492,138.013,228453,4,1
Change The World (feat. Hollyn),Derek Minor,0.353,0.87,0,-5.386,1,0.127,0.0875,0,0.079,0.308,135.045,199111,4,1
Rise,Kim Walker-Smith,0.696,0.713,11,-5.114,0,0.123,0.225,2.22E-06,0.194,0.368,189.932,230933,4,1
Priceless,for KING & COUNTRY,0.529,0.769,11,-6.369,1,0.0469,0.00532,0,0.19,0.648,73.946,208520,4,1
Alive In You - Studio Version,Jesus Culture,0.525,0.657,7,-6.394,1,0.0271,0.000774,0,0.0778,0.286,77.013,239999,4,1
What A Beautiful Name,Hillsong Worship,0.423,0.502,2,-5.924,1,0.0293,0.187,0,0.108,0.0968,135.858,238200,4,1
Beloved,Jordan Feliz,0.574,0.802,11,-4.801,0,0.0299,0.00497,0,0.333,0.52,128.062,240453,4,1
There Is a Cloud,Elevation Worship,0.388,0.542,2,-6.122,1,0.0321,0.000619,0,0.175,0.128,135.866,347893,3,1
Rise,Danny Gokey,0.519,0.907,4,-3.918,1,0.0444,0.0643,0,0.264,0.603,147.957,217800,4,1
Fearless,Jasmine Murray,0.688,0.843,5,-4.12,1,0.0452,0.00687,0,0.0464,0.841,105.02,183413,4,1
Tears,Matt Hammitt,0.569,0.484,0,-6.536,1,0.0304,0.807,9.35E-06,0.163,0.308,122.08,235680,4,1
To Live Is Christ,Sidewalk Prophets,0.547,0.511,11,-5.802,1,0.0294,0.0024,1.24E-06,0.109,0.179,143.968,228040,4,1
Be The Change,Britt Nicole,0.511,0.831,11,-4.826,1,0.131,0.0198,0,0.661,0.544,141.971,237453,4,1
Parachute,Joshua Micah,0.676,0.79,7,-3.674,1,0.0338,0.000937,8.94E-05,0.0938,0.0484,99.948,200481,4,1
Where You Are (Reimagined),Hillsong Young & Free,0.587,0.791,8,-6.313,0,0.0911,0.0646,0,0.25,0.593,125.993,203937,4,1
The Cause Of Christ,Kari Jobe,0.389,0.525,9,-7.941,1,0.0403,0.183,0,0.308,0.0963,143.919,297320,3,1
King Of The World,Natalie Grant,0.528,0.59,6,-6.682,1,0.0352,0.105,0,0.104,0.113,118.031,216400,4,1
Come Alive (Dry Bones),Lauren Daigle,0.37,0.723,0,-4.774,1,0.0364,0.0326,0,0.0982,0.117,149.923,235227,4,1
Even So Come - Radio Version/Live,Passion,0.301,0.762,7,-3.392,1,0.0402,0.0919,0,0.0822,0.208,161.864,254373,3,1
"10,000 Reasons (Bless the Lord) [Radio Version]",Matt Redman,0.459,0.561,7,-7.091,1,0.0271,0.0839,0,0.0998,0.298,144.784,256933,4,1
More Than Conquerors (Radio Version),Steven Curtis Chapman,0.545,0.576,6,-11.081,1,0.0277,0.0793,0,0.103,0.416,100.304,234199,4,1
TESTIFY,NEEDTOBREATHE,0.495,0.71,0,-3.941,1,0.0288,0.471,0,0.0703,0.332,90.024,243800,4,1
Great Are You Lord (Radio Mix),one sonic society,0.492,0.656,9,-7.361,1,0.0365,0.0832,0,0.202,0.336,147.948,232379,3,1
Worthy Of Your Name - Studio,Passion,0.401,0.7,0,-5.07,1,0.0368,0.0551,0,0.0961,0.171,81.049,307680,4,1
My All In All,Phil Wickham,0.436,0.836,10,-4.884,1,0.0497,0.00392,1.12E-06,0.113,0.314,147.978,288253,4,1
Love Broke Thru,tobyMac,0.674,0.895,0,-3.973,1,0.0337,0.0101,0,0.0996,0.558,102.984,237146,4,1
Magnify,We Are Messengers,0.566,0.766,11,-6.87,1,0.0552,0.133,0,0.117,0.393,139.955,208627,4,1
The Cross Has The Final Word,Cody Carnes,0.211,0.649,0,-7.28,1,0.0393,0.157,0,0.117,0.289,150.11,252965,4,1
Eye of the Storm (feat. Gabe Real),Ryan Stevenson,0.305,0.726,9,-6.375,1,0.061,0.196,0,0.464,0.547,82.673,331613,4,1
Black Colors,Victim Of Deception,0.237,0.99,7,-3.331,1,0.24,0.000127,0.0914,0.393,0.169,151.545,247533,4,1
A Darkened Gospel,A Wake in Providence,0.455,0.994,4,-4.584,0,0.193,1.51E-05,0.0012,0.0908,0.0703,125.035,311217,4,1
Soil the Stillborn,Infant Annihilator,0.236,0.981,6,-2.635,1,0.299,7.94E-06,0.874,0.325,0.129,160.114,239696,4,1
No Absolution,Thy Art Is Murder,0.468,0.998,9,-0.994,0,0.15,0.00256,0,0.233,0.064,140.003,201783,4,1
Hearteater,To The Grave,0.476,0.962,8,-4.023,1,0.12,0.000102,0.106,0.137,0.451,145.947,314907,4,1
Shapeless Abomination,Beyond the Extraction,0.226,0.553,1,-9.169,1,0.0546,8.35E-06,0.0379,0.0728,0.323,129.255,209563,4,1
Dirty Waters,Into Oblivion,0.495,0.955,6,-4.181,1,0.0798,0.00105,0.0551,0.308,0.362,130.002,263687,4,1
Defiled,Hive,0.296,0.983,11,-2.999,1,0.169,5.83E-05,0.146,0.508,0.231,115.003,229859,4,1
Negative,FRCTRD,0.474,0.925,2,-3.539,1,0.146,1.84E-05,0.901,0.324,0.142,139.97,260706,4,1
Distorting of Perception,Until We Die,0.406,0.936,2,-4.564,0,0.11,0.000168,0.242,0.062,0.26,139.922,180872,4,1
Ruin,Altered Perceptions,0.173,0.927,1,-5.22,1,0.0869,8.12E-05,0.23,0.229,0.183,99.131,267600,4,1
Fauxhammer,Black Tongue,0.404,0.989,2,-1.374,1,0.184,1.01E-05,0.556,0.536,0.153,94.291,224812,4,1
Spiteful Nature,I Shall Devour,0.456,0.97,1,-4.655,1,0.175,0.000393,0.0432,0.0914,0.0399,124.976,217133,4,1
We Wait,I Declare War,0.242,0.96,1,-4.112,1,0.306,0.0147,0.0562,0.0923,0.199,169.896,233796,4,1
Plague of Immortality (feat. Dean Lamb Of Archspire),Within Destruction,0.472,0.942,11,-3.954,0,0.0951,4.42E-05,0.823,0.324,0.186,150.005,229640,4,1
Arrogance,Traitors,0.227,0.921,1,-6.149,0,0.099,2.95E-05,0.792,0.154,0.116,175.167,244181,3,1
Inferiority,Neberu,0.444,0.943,1,-4.955,0,0.09,5.73E-05,0.00704,0.114,0.292,119.945,268187,4,1
Senseless Order,Signs of the Swarm,0.17,0.866,4,-7.304,1,0.101,8.53E-05,0.976,0.569,0.11,117.539,319582,4,1
Advent,Shotgun Surgeon,0.276,0.919,1,-3.773,1,0.111,4.19E-05,0.181,0.479,0.149,116.038,294034,3,1
Venomous,Whitechapel,0.401,0.988,1,-4.104,0,0.192,6.49E-05,0.116,0.342,0.191,155.356,264107,4,1
Substance Affliction,Advocates,0.398,0.974,1,-2.823,0,0.16,7.53E-05,0.0076,0.389,0.245,129.983,200525,4,1
To Encompass and Eclipse,A Trust Unclean,0.566,0.986,1,-5.016,1,0.0884,0.000696,0.0164,0.399,0.15,127.515,250647,4,1
Rope,Obscure of Acacia,0.39,0.978,11,-4.209,1,0.289,0.000103,0.941,0.12,0.102,100.221,192011,4,1
Permanent Intoxication,Mycelia,0.336,0.983,11,-1.812,0,0.128,2.67E-05,0.00362,0.257,0.131,113.711,282401,4,1
Tremendous Strain,Science Of Sleep,0.48,0.984,3,-5.718,0,0.116,0.00545,0.283,0.588,0.146,130.02,228923,4,1
Of Talons and Teeth,Reaping Asmodeia,0.285,0.989,7,-4.407,1,0.147,0.000273,0.797,0.104,0.201,140.019,232999,4,1
Pitchblack,Walking Dead On Broadway,0.428,0.997,8,-3.587,1,0.185,4.95E-05,0.955,0.253,0.0533,149.998,221776,4,1
Zerotonin 2,Darknet,0.256,0.98,3,-5.107,1,0.0964,0.000283,0.0196,0.618,0.11,94.99,197684,4,1
False Hope,The Machinist,0.491,0.928,9,-3.866,1,0.0938,0.000102,0.363,0.14,0.14,132.973,309734,4,1
1208,Extortionist,0.274,0.925,1,-5.204,1,0.111,0.000673,0.156,0.47,0.102,161.25,198011,4,1
Plagues,The End At The Beginning,0.217,0.98,5,-3.332,1,0.133,0.00125,0.00139,0.287,0.0658,139.024,255725,4,1
Hear Me Out,Risking It All,0.261,0.863,11,-7.199,1,0.0721,4.58E-05,7.33E-06,0.329,0.316,108.347,149278,4,1
Down into the Abyss,Conjonctive,0.517,0.991,9,-2.406,0,0.112,1.35E-05,1.44E-05,0.0501,0.194,120.026,256920,4,1
Dance of the Witch,At Rest,0.258,0.905,10,-4.897,1,0.136,0.000482,0.000489,0.686,0.16,112.94,282101,4,1
New World Slaughter,Iconoclast,0.484,0.98,0,-1.939,1,0.075,1.20E-05,0.188,0.779,0.165,119.997,328000,4,1
FVNERAL MOON,Lorna Shore,0.387,0.967,5,-3.335,0,0.128,6.56E-05,0.226,0.337,0.0536,129.904,300000,4,1
Beautiful Agony,Within The Ruins,0.424,0.992,5,-2.976,0,0.19,0.00029,2.13E-05,0.322,0.0914,145.144,271560,4,1
Ways Of Transfiguration,Buried Side,0.45,0.986,1,-2.384,1,0.151,0.000111,0.251,0.0645,0.172,159.976,267000,4,1
Black Mammoth,Fit For An Autopsy,0.222,0.985,7,-4.105,1,0.149,2.13E-05,0.00644,0.775,0.16,136.227,278577,4,1
Solicitude,Belie My Burial,0.455,0.973,1,-4.597,0,0.132,5.40E-05,0.00193,0.365,0.448,102.076,210426,4,1
The Call of Mighty,Crucify Me Gently,0.398,0.955,7,-3.39,0,0.0698,0.000123,0.458,0.299,0.134,100.03,252005,4,1
Manufactured Existence,Lord of War,0.399,0.877,11,-5.418,0,0.0804,8.80E-06,0.358,0.677,0.254,112.351,267209,3,1
Bastard Son,God Of Nothing,0.401,0.921,6,-3.287,0,0.0781,3.28E-05,0.753,0.359,0.372,102.035,194000,4,1
The Shaping Sickness,Shadow of Intent,0.209,0.955,11,-4.527,1,0.143,1.94E-05,0.0118,0.0925,0.114,199.988,246689,4,1
Drown Me in Blood,Carnifex,0.493,0.964,1,-3.079,1,0.0954,1.56E-05,0.00733,0.727,0.17,110.005,258868,4,1
Inferno,"Above, Below",0.339,0.958,9,-2.909,0,0.153,0.00115,1.56E-05,0.651,0.273,128.806,219317,4,1
Debris,Paragon,0.458,0.957,0,-6.16,1,0.107,5.32E-05,8.97E-05,0.364,0.154,120.006,184482,4,1
"I, the Weak",The Voynich Code,0.263,0.896,6,-8.048,1,0.11,1.45E-05,0.876,0.363,0.251,113.106,275719,4,1
American Dream,Chelsea Grin,0.482,0.968,6,-4.395,1,0.149,0.00192,0.000454,0.108,0.245,114.001,198947,4,1
Temptress,Enterprise Earth,0.379,0.979,9,-3.77,1,0.107,2.21E-05,0.877,0.453,0.156,140.029,256114,4,1
Flag of the Beast,Emmure,0.535,0.974,10,-3.566,0,0.172,2.05E-05,0.000149,0.263,0.431,116.956,203500,4,1
Unanswered,Suicide Silence,0.329,0.993,6,-3.416,1,0.0969,1.69E-05,0.641,0.342,0.372,116.461,135653,4,1
Be My Valentine (feat. Dickie Allen),Brojob,0.162,0.957,10,-6.229,0,0.147,4.55E-05,0.867,0.669,0.119,96.822,200961,5,1
Prismatic Abyss,Aversions Crown,0.389,0.985,1,-2.795,0,0.112,5.41E-06,0.954,0.305,0.0637,135.019,220558,4,1
Right In,Skrillex,0.636,0.802,2,-2.168,1,0.167,0.00631,4.14E-05,0.059,0.334,139.815,180400,4,1
Bangarang (feat. Sirah),Skrillex,0.716,0.972,7,-2.302,1,0.196,0.0145,3.22E-05,0.317,0.566,110.026,215253,4,1
Breakn' A Sweat,Skrillex,0.596,0.921,11,-2.5,0,0.074,0.0049,0.00019,0.536,0.232,139.969,301987,4,1
The Devil's Den,Skrillex,0.616,0.946,1,-2.876,1,0.0687,0.00075,0.0777,0.355,0.332,127.992,292907,4,1
Right On Time,Skrillex,0.633,0.926,11,-4.749,0,0.0971,0.0106,0.54,0.133,0.493,140.037,245053,4,1
Kyoto (feat. Sirah),Skrillex,0.605,0.92,4,-2.298,0,0.0713,0.0012,0.000596,0.483,0.22,174.974,200787,4,1
Skrillex Orchestral Suite By Varien - Bonus Track,Skrillex,0.176,0.479,7,-7.471,0,0.0282,0.654,0.591,0.13,0.0622,100.831,414747,4,1
Satellite,SALTNPAPER,0.385,0.404,8,-6.999,1,0.029,0.218,1.57E-06,0.113,0.0703,146.128,232716,4,1
Nosedive,Dynamic Duo,0.68,0.593,1,-6.496,1,0.176,0.328,0,0.105,0.396,94.007,231679,4,1
PIZZA,Oohyo,0.726,0.889,6,-4.251,0,0.0304,0.0171,0.00106,0.0741,0.531,119.983,212409,4,1
ÒùÇÔëóÔçì Ò__Ò_ÇÒ_ÖÒ_î Stay With Me,Ôè‹Ò†ìÒÇùêÁÅ Dosichonggak,0.741,0.219,11,-11.944,1,0.0432,0.773,2.84E-06,0.116,0.198,101.78,193217,4,1
Stardust,Kevin Oh,0.587,0.554,1,-7.212,1,0.0424,0.498,0.000663,0.106,0.431,80.013,246457,4,1
Burning youth,Hyukoh,0.321,0.751,9,-4.655,1,0.0543,2.54E-05,0.235,0.109,0.174,110.182,128340,4,1
Wi Ing Wi Ing,Hyukoh,0.697,0.692,7,-5.34,1,0.0511,0.263,0,0.104,0.275,124.829,193605,4,1
Wonder,Standing Egg,0.483,0.524,11,-3.92,1,0.0261,0.712,0,0.0975,0.519,91.878,229261,4,1
I'll Pick You Up,Standing Egg,0.498,0.436,6,-4.592,1,0.0304,0.285,0,0.06,0.261,79.871,221293,4,1
VAMOS,Oohyo,0.635,0.575,11,-8.8,0,0.0581,0.0262,0.00337,0.361,0.493,159.913,183781,4,1
MWAH,Humming Urban Stereo,0.819,0.677,5,-5.703,0,0.0423,0.364,0.0313,0.0915,0.93,94.975,186817,4,1
Loop,NELL,0.676,0.508,2,-7.515,1,0.0577,0.564,0.000142,0.101,0.327,106.015,238895,4,1
With Me,Vanilla Acoustic,0.657,0.427,0,-6.879,1,0.0377,0.873,0,0.109,0.24,144.014,201667,4,1
Monster,PALGOU,0.483,0.747,5,-4.363,1,0.0549,0.0989,0.000409,0.24,0.223,80.117,263979,4,1
What 2 Do,DEAN,0.62,0.529,5,-5.333,0,0.0353,0.264,0,0.354,0.572,94.951,225800,4,1
For Me,Gyepy,0.751,0.489,8,-5.418,1,0.0343,0.669,3.57E-06,0.177,0.468,140.013,230493,4,1
Fallen in Love (Only With You),Jang Beom June,0.767,0.445,6,-8.527,1,0.0328,0.765,0.000727,0.0897,0.375,119.923,203263,4,1
Talk,10cm,0.844,0.32,6,-9.532,0,0.0475,0.164,0,0.107,0.575,125.927,226600,4,1
Black Out,PALGOU,0.743,0.886,8,-3.503,0,0.0831,0.253,0.00267,0.714,0.397,109.961,237588,4,1
Sleeping Habits,Donguy,0.54,0.408,0,-11.899,0,0.0457,0.107,0.000811,0.111,0.655,159.813,204589,4,1
Romance in Seoul,Neon Bunny,0.657,0.536,4,-7.073,1,0.0303,0.224,0.00432,0.352,0.184,119.95,230000,4,1
Hot and Cold (feat. Yun Cheoljong of 10cm),SunWoo Jung-A,0.549,0.451,1,-10.302,0,0.15,0.532,3.44E-05,0.0425,0.621,85.296,200231,4,1
Ki-dult,SBGB,0.762,0.277,7,-9.263,1,0.0459,0.859,0,0.161,0.286,109.689,175792,3,1
"Ò_óêŸ_ Ò„åêŸÁ, ÒùÇê__Ò„êÒ‹ì (Duet With Ô£ÂÒ†ìÒ´‹) , Ò_óêŸ_ Ò„åêŸÁ, ÒùÇê__Ò„êÒ‹ì",Sentimental Scenery,0.214,0.484,9,-5.44,1,0.0324,0.837,9.66E-05,0.114,0.267,81.625,249727,4,1
Ô‹_Ò»óÒùÖ ê_µÒ†ù Love Equation,ÕîëÔ_‚Õ´è Flat Feet,0.63,0.684,11,-6.74,0,0.0399,0.0219,0.00108,0.103,0.881,142.952,222546,4,1
I Don't Love You,Urban Zakapa,0.35,0.347,4,-6.154,1,0.0318,0.806,4.37E-06,0.102,0.241,146.661,254925,4,1
My eyes,10cm,0.892,0.443,0,-6.181,1,0.0379,0.439,0,0.0866,0.729,107.984,157001,4,1
Zig Zag,Kwon Jin Ah,0.764,0.177,9,-13.596,0,0.0983,0.881,3.34E-05,0.121,0.569,115.697,99610,4,1
Cake Love (PROD. BY The Black Skirts),XIA,0.432,0.761,1,-4.126,1,0.0305,0.0117,2.88E-05,0.75,0.334,138.004,278999,4,1
HOW WAS YOUR DAY,Sugarbowl,0.7,0.425,7,-9.52,1,0.0287,0.423,1.72E-06,0.0879,0.283,95.058,215005,4,1
Ô_óÔÈƒ Shame,DyoN Joo,0.453,0.678,9,-7.291,0,0.0494,0.00922,5.11E-05,0.0477,0.0827,131.936,388463,4,1
You Wouldn't Even Know,Flower Soo,0.574,0.51,7,-7.63,1,0.0334,0.414,0.000213,0.0995,0.125,121.989,299008,4,1
Ò_«êÁóêÁ_ Ò_Ö Ò__Òù‹ê_ë Can I Get Married?,Coffeeboy,0.894,0.161,4,-14.311,1,0.088,0.705,0.0033,0.312,0.818,104.968,222307,4,1
Sneakers,Humming Urban Stereo,0.717,0.844,1,-5.363,0,0.0299,0.368,1.93E-05,0.255,0.825,110.023,232944,4,1
Dangerous,Clazziquai Project,0.712,0.625,7,-8.832,1,0.149,0.289,0,0.127,0.718,100.004,223333,4,1
Night Time Melody,Rude Paper,0.768,0.743,0,-6.09,1,0.0455,0.138,0.00128,0.142,0.692,89.983,224009,4,1
Reason Why We Have To Break Up,Only U,0.489,0.173,3,-9.827,1,0.0567,0.909,0,0.117,0.625,121.054,202827,3,1
"Love, Love.",Big Brain,0.597,0.575,10,-3.705,1,0.0341,0.508,0,0.265,0.516,85.018,210893,4,1
I Don't Want,Jungkey,0.598,0.515,5,-4.695,0,0.0363,0.772,4.91E-06,0.164,0.377,117.762,224779,3,1
All in Vain,Mot,0.616,0.387,9,-6.079,0,0.0335,0.286,0,0.277,0.47,81.856,236960,4,1
ê‡óêÁó Return Home,Ò_ÇÒ_ÁÒ_©Ò__ The CowChips,0.766,0.602,0,-8.388,0,0.0273,0.0805,0.765,0.0889,0.378,100.042,319360,4,1
Ôå_ Water,ê_ëÔ‰ÖÔåÇ Kwon Tree,0.792,0.15,1,-15.644,1,0.0486,0.804,1.30E-05,0.0704,0.33,83.625,293458,4,1
Summer Night You and I,Standing Egg,0.709,0.29,4,-11.092,1,0.0322,0.805,0,0.17,0.584,90.046,206013,4,1
Let You Go,Mot,0.679,0.126,11,-10.562,0,0.0369,0.858,0.000102,0.114,0.114,129.75,257187,3,1
Sooni (I'm your fanatic girl),SunWoo Jung-A,0.581,0.312,5,-8.984,0,0.054,0.175,5.57E-05,0.104,0.506,181.893,247497,4,1
Run,Okdal,0.652,0.512,5,-7.062,1,0.0276,0.578,7.49E-06,0.101,0.284,104.98,177090,4,1
Petals on The Wind (Remake Version),Wable,0.73,0.418,2,-6.735,1,0.0319,0.654,7.51E-05,0.13,0.401,139.888,205333,4,1
Morning Call - Remix Version,Ibadi,0.719,0.478,2,-9.58,1,0.0297,0.663,0.000886,0.0496,0.354,77.996,227827,4,1
Rub off,Kim Woo-Joo,0.524,0.392,10,-8.938,0,0.0305,0.827,0,0.363,0.296,145.88,193406,4,1
Don't You Cry For Me,Cobi,0.41,0.648,7,-4.469,1,0.0362,0.503,0,0.219,0.342,60.391,256333,4,1
Waves - Acoustic,Dean Lewis,0.483,0.199,2,-11.37,1,0.0586,0.947,0,0.109,0.162,78.103,248176,4,1
Runner,Jon and Roy,0.59,0.568,7,-8.332,1,0.0252,0.461,0.0562,0.106,0.731,153.113,162084,4,1
No Role Modelz,J. Cole,0.696,0.521,10,-8.465,0,0.332,0.302,0,0.0565,0.471,100,292987,4,1
Wet Dreamz,J. Cole,0.504,0.705,6,-8.205,0,0.364,0.0752,0,0.128,0.564,175.483,239320,4,1
Neighbors,J. Cole,0.894,0.284,11,-13.002,0,0.33,0.358,0.000487,0.11,0.413,138.944,216520,4,1
Deja Vu,J. Cole,0.653,0.409,9,-11.446,1,0.421,0.361,0.00012,0.189,0.181,174.324,264747,4,1
G.O.M.D.,J. Cole,0.889,0.393,4,-10.821,0,0.267,0.331,8.67E-06,0.283,0.31,128.065,301133,4,1
